Serial Number,Part Number,Error Code,Error Description,Last Station Known
","FLA_REPAIR"
"1323822066991","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-sn# fail","FLA_REPAIR"
"1323822070313","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FQC_REPAIR"
"1323822070553","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BIT_REPAIR"
"1323822070885","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1323921010643","692-2G506-0200-0R6","EC077","BIT1(test-failed)","BIT_REPAIR"
"1323921010720","692-2G506-0200-0R6","EC140","PHT(test-failed)","BAT_REPAIR"
"1323921017760","692-2G506-0200-0R6","EC778","FCT1(test-failed)","FCT_REPAIR"
"1323921035736","692-2G506-0200-0R6","EC272","","BAT_REPAIR"
"1323921046116","692-2G506-0200-0R6","EC140","","BAT_REPAIR"
"1323922003628","692-2G506-0200-0R6","071100020077","FCT1(test-failed)","FCT_REPAIR"
"1323922003927","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","VI2_REPAIR"
"1323922007236","692-2G510-0210-0R2","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","VI2_REPAIR"
"1323922007238","692-2G510-0210-0R2","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9008307", waiting until "load"[22m
","FLA_REPAIR"
"1323922007343","692-2G510-0210-0R2","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FLA_REPAIR"
"1323922007653","692-2G510-0210-0R2","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FLA_REPAIR"
"1323922008444","692-2G510-0210-0R2","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1323922009144","692-2G510-0210-0R2","020023501_na","vbios-flash","FLA_REPAIR"
"1324020042535","692-2G506-0200-0R6","016014014_na","PHT(timeout)","BAT_REPAIR"
"1324020042622","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BIT_REPAIR"
"1324020042738","692-2G506-0200-0R6","EC143","CHK_FUSE(test-failed)","FPF_REPAIR"
"1324020043093","692-2G506-0200-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1324020043444","692-2G506-0200-0R6","EC665","PHT(test-failed)","BAT_REPAIR"
"1324020043526","692-2G506-0200-0R6","EC077","FCT1(test-failed)","FCT_REPAIR"
"1324020044434","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-fail","VI2_REPAIR"
"1324020044539","692-2G506-0200-0R6","EC077","FCT1(test-failed)","FCT_REPAIR"
"1324020044558","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-bent pin","FI_REPAIR"
"1324020044581","692-2G506-0200-0R6","EC272","BAT(test-failed)","BAT_REPAIR"
"1324020044859","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-loose buckle","FQC_REPAIR"
"1324021038641","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1324021039796","692-2G506-0200-0R6","EC272","BAT(test-failed)","BAT_REPAIR"
"1324021075162","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FLA_REPAIR"
"1324021076447","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FPF_REPAIR"
"1324120010168","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1324120010456","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FPF_REPAIR"
"1324120010596","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1324120010600","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FPF_REPAIR"
"1324120010925","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9663189", waiting until "load"[22m
","FCT_REPAIR"
"1324120011030","692-2G506-0200-0R6","EC077","FCT1(test-failed)","FCT_REPAIR"
"1324120011357","692-2G506-0200-0R6","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","FCT_REPAIR"
"1324120011473","692-2G506-0200-0R6","020025006_na","SMB(non-zero-exit-code)","FLA_REPAIR"
"1324120011622","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-bent pin","FI_REPAIR"
"1324120011683","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-CORROSION, GREEN RESIDUE, LIGHT DISCOLORATION","VI1_REPAIR"
"1324120012297","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1324120021922","692-2G506-0200-0R6","EC077","FCT1(test-failed)","FCT_REPAIR"
"1324120021924","692-2G506-0200-0R6","EC140","SBT1_GPU(test-failed)","FCT_REPAIR"
"1324121000596","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-bent pins","VI2_REPAIR"
"1324121000645","692-2G506-0200-0R6","EC818","BIT1(test-failed)","BIT_REPAIR"
"1324121000872","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BIT_REPAIR"
"1324121021871","692-2G506-0210-0R6","EC140","FCT1(test-failed)","FCT_REPAIR"
"1324121023086","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1324121122083","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BIT_REPAIR"
"1324121122644","692-2G506-0200-0R6","EC273","FCT2(test-failed)","FCT_REPAIR"
"1324122014956","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1324122015232","692-2G506-0210-0R6","EC288","BAT(test-failed)","BAT_REPAIR"
"1324122016357","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FLA_REPAIR"
"1324122016456","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FLA_REPAIR"
"1324122016726","692-2G506-0210-0R6","EC539","","BIT_REPAIR"
"1324122016843","692-2G506-0210-0R6","EC272","","BAT_REPAIR"
"1324122016864","692-2G506-0210-0R6","020000248272","BAT(test-failed)","BAT_REPAIR"
"1324122017274","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","VI2_REPAIR"
"1324122017308","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1324122017715","692-2G506-0210-0R6","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","BAT_REPAIR"
"1324122018468","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-can't read serial number","FLA_REPAIR"
"1324122018963","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1324122019070","692-2G506-0210-0R6","EC229","BAT(timeout)","BAT_REPAIR"
"1324122020004","692-2G506-0210-0R6","EC317","FCT1(timeout)","FCT_REPAIR"
"1324122034797","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FLA_REPAIR"
"1324122034818","692-2G506-0210-0R6","020000310818","PHT(test-failed)","BAT_REPAIR"
"1324122035016","692-2G506-0210-0R6","9857E0","PCB弯曲/扭曲/破损(PCB Bent / twisted / damaged)-bent pin","VI2_REPAIR"
"1324220015704","692-2G506-0200-0R6","981600","找不到设备/显卡(Device/board not recognized)-failed","FPF_REPAIR"
"1324220015746","692-2G506-0200-0R6","9857E0","PCB弯曲/扭曲/破损(PCB Bent / twisted / damaged)-Broken pin","VI2_REPAIR"
"1324220015797","692-2G506-0200-0R6","EC143","CHK_FUSE(test-failed)","FPF_REPAIR"
"1324220015837","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-fins discoloration","FQC_REPAIR"
"1324220015920","692-2G506-0200-0R6","EC541","PHT(timeout)","BAT_REPAIR"
"1324220015990","692-2G506-0200-0R6","016014014_na","","BAT_REPAIR"
"1324220016635","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1324220016686","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/...","FQC_REPAIR"
"1324220068455","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9673375", waiting until "load"[22m
","BAT_REPAIR"
"1324220068593","692-2G506-0200-0R6","EC273","FCT2(test-failed)","FCT_REPAIR"
"1324320014140","692-2G506-0200-0R6","EC665","BIT1(test-failed)","BIT_REPAIR"
"1324320024487","692-2G506-0200-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1324321002229","692-2G506-0200-0R6","EC077","BIT2(test-failed)","BIT_REPAIR"
"1324321062061","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-scrap","VI2_REPAIR"
"1324321062091","692-2G506-0210-0R6","EC143","PHT(test-failed)","BAT_REPAIR"
"1324321063098","692-2G506-0210-0R6","Error","Processing failed: elementHandle.click: Element is not attached to the DOM
Call log:
[2m  - attempting click action[22m
[2m    - waiting for element to be visible, enabled and stable[22m
","FLA_REPAIR"
"1324321063911","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9641242", waiting until "load"[22m
","FLA_REPAIR"
"1324321079624","692-2G506-0200-0R6","EC272","BAT(test-failed)","BAT_REPAIR"
"1324321108093","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-fail","FQC_REPAIR"
"1324321108313","692-2G506-0200-0R6","EC140","PHT(test-failed)","BAT_REPAIR"
"1324321125058","692-2G506-0200-0R6","EC077","FCT1(test-failed)","FCT_REPAIR"
"1324321125571","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1324321127052","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9446424", waiting until "load"[22m
","FCT_REPAIR"
"1324321127529","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9705905", waiting until "load"[22m
","BAT_REPAIR"
"1324420013884","692-2G506-0200-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1324420039697","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)","VI1_REPAIR"
"1324420040185","692-2G506-0200-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1324420040342","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-loose buckle","VI1_REPAIR"
"1324420059480","692-2G506-0210-0R6","EC665","BIT(test-failed)","BIT_REPAIR"
"1324520071149","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-bent pin","VI1_REPAIR"
"1324520071466","692-2G506-0200-0R6","981600","找不到设备/显卡(Device/board not recognized)-sn#fail","FLA_REPAIR"
"1324520071522","692-2G506-0200-0R6","EC665","FCT1(test-failed)","FCT_REPAIR"
"1324520071529","692-2G506-0200-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-WHITE SPOTS ON FINS (LEFT SIDE) AND WHITE RESIDUE ON FINS (RIGHT SIDE)","VI1_REPAIR"
"1324521022410","692-2G506-0210-0R6","EC665","","BAT_REPAIR"
"1324521046534","692-2G506-0210-0R6","EC143","PHT(test-failed)","BAT_REPAIR"
"1324521058257","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9708566", waiting until "load"[22m
","FCT_REPAIR"
"1324521068101","692-2G506-0200-0R6","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","BAT_REPAIR"
"1324521087883","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1324621046459","692-2G506-0210-0R6","EC317","PHT(test-failed)","BAT_REPAIR"
"1324621073642","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9699291", waiting until "load"[22m
","FPF_REPAIR"
"1324621076411","692-2G506-0200-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FPF_REPAIR"
"1324621077028","692-2G506-0200-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9705978", waiting until "load"[22m
","FCT_REPAIR"
"1324621098112","692-2G506-0200-0R6","9852E0","脏污 - PCB(Dirty item - PCB)-fail","VI2_REPAIR"
"1324621098468","692-2G506-0200-0R6","000000000143","CHK_FUSE(test-failed)","FPF_REPAIR"
"1324621114893","692-2G506-0210-0R6","EC665","BIT(test-failed)","BIT_REPAIR"
"1324721005521","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9521752", waiting until "load"[22m
","BAT_REPAIR"
"1324721005600","692-2G506-0210-0R6","013015001_na","OQA(test-failed)","OQA_REPAIR"
"1324722017770","692-2G506-0210-0R6","EC097","PHT(test-failed)","BAT_REPAIR"
"1324722017868","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FCT_REPAIR"
"1324722019901","692-2G506-0210-0R6","EC273","FCT2(test-failed)","FCT_REPAIR"
"1324722019978","692-2G506-0210-0R6","020000014773","BAT(test-failed)","BAT_REPAIR"
"1324722020230","692-2G506-0210-0R6","981600","找不到设备/显卡(Device/board not recognized)-can't read serial number","FLA_REPAIR"
"1324722020682","692-2G506-0210-0R6","EC273","","FCT_REPAIR"
"1324820020963","692-2G506-0210-0R6","013015001_na","OQA(test-failed)","OQA_REPAIR"
"1324820021962","692-2G506-0210-0R6","EC541","PHT(timeout)","BAT_REPAIR"
"1324820022004","692-2G506-0210-0R6","EC316","BAT(test-failed)","BAT_REPAIR"
"1324820023010","692-2G506-0210-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1324820023058","692-2G506-0210-0R6","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-.loose buckles,srcatches,missings screws","VI1_REPAIR"
"1324820023230","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FQC_REPAIR"
"1324820035177","692-2G506-0210-0R6","EC140","BAT(test-failed)","BAT_REPAIR"
"1324820035555","692-2G506-0210-0R6","EC665","OQA(test-failed)","OQA_REPAIR"
"1324820035781","692-2G506-0210-0R6","EC818","PHT(timeout)","BAT_REPAIR"
"1324820036946","692-2G506-0210-0R6","EC097","PHT(timeout)","BAT_REPAIR"
"1324822043716","692-2G506-0210-0R6","9857E0","PCB弯曲/扭曲/破损(PCB Bent / twisted / damaged)-Bent Pins","VI2_REPAIR"
"1324822044172","692-2G506-0210-0R6","EC665","","BAT_REPAIR"
