Serial Number,Part Number,Error Code,Error Description,Last Station Known
"1651624068110","692-2G520-0200-5R0","EC281","Temperature above specified limit","BAT_REPAIR"
"1651624097880","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9668891", waiting until "load"[22m
","BAT_REPAIR"
"1651722008074","692-2G506-0210-0R6","EC272","BAT(test-failed)","BAT_REPAIR"
"1651722008680","692-2G506-0210-0R6","013015001_na","OQA(test-failed)","OQA_REPAIR"
"1651722009694","692-2G506-0210-0R6","EC199","PHT(timeout)","BAT_REPAIR"
"1651722012940","692-2G506-0210-0R6","EC665","PHT(test-failed)","BAT_REPAIR"
"1651723008428","692-2G520-0221-5R0","EC233","bad NVIDIA chip","IST_REPAIR"
"1651723009152","692-2G520-0221-5R0","EC143","PCI Express bus error","BAT_REPAIR"
"1651723010687","692-2G520-0221-5R0","Error","Processing failed: elementHandle.click: Element is not attached to the DOM
Call log:
[2m  - attempting click action[22m
[2m    - waiting for element to be visible, enabled and stable[22m
","CHIFLASH_REPAIR"
"1651724066208","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651822015215","692-2G506-0210-0R6","EC272","FCT1(test-failed)","FCT_REPAIR"
"1651822016233","692-2G506-0210-0R6","EC320","","BAT_REPAIR"
"1651822017032","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9521738", waiting until "load"[22m
","FCT_REPAIR"
"1651822017678","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651822017849","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651822018070","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FLA_REPAIR"
"1651822018159","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","VI2_REPAIR"
"1651823008055","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1651823102596","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","CHIFLASH_REPAIR"
"1651823102881","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","Assembley_REPAIR"
"1651823105068","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1651824043613","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","CHIFLASH_REPAIR"
"1651824043635","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9712129", waiting until "load"[22m
","PHT_REPAIR"
"1651824043665","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-SN# FAIL","CHIFLASH_REPAIR"
"1651824043724","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1651824043918","692-2G520-0200-5R0","Error","Processing failed: elementHandle.click: Element is not attached to the DOM
Call log:
[2m  - attempting click action[22m
[2m    - waiting for element to be visible, enabled and stable[22m
","PHT_REPAIR"
"1651824044397","692-2G520-0200-500","EC014","bandwidth out of range","FCT_REPAIR"
"1651824044428","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FQC_REPAIR"
"1651824044640","692-2G520-0200-500","EC140","NvLink bus error","PHT_REPAIR"
"1651824044776","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824044800","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9712144", waiting until "load"[22m
","PHT_REPAIR"
"1651824044867","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-sn fail","CHIFLASH_REPAIR"
"1651824044869","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1651824044874","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","PHT_REPAIR"
"1651824045068","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9712205", waiting until "load"[22m
","PHT_REPAIR"
"1651824045289","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9719367", waiting until "load"[22m
","PHT_REPAIR"
"1651824045435","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824045447","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-can't read serial number","CHIFLASH_REPAIR"
"1651824045595","692-2G520-0200-500","EC445","Thermal resistance is too high-Top Level (recipe_sample) > BAT Monitor 0 (GPU_AVG, INPUT_TOTAL_BOARD2) R value (7.440e-05) is higher than allowed (7.200e-05)","BAT_REPAIR"
"1651824045635","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-Can't read serial number","CHIFLASH_REPAIR"
"1651824045640","692-2G520-0200-500","EC143","PCI Express bus error","FPF_REPAIR"
"1651824045646","692-2G520-0200-500","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","PHT_REPAIR"
"1651824045666","692-2G520-0200-5R0","EC272","Read parameter differs from expected","FCT_REPAIR"
"1651824045858","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-can't read serial number","CHIFLASH_REPAIR"
"1651824045991","692-2G520-0200-500","EC445","Thermal resistance is too high-Top Level (recipe_sample) > BAT Monitor 0 (GPU_AVG, INPUT_TOTAL_BOARD2) R value (7.685e-05) is higher than allowed (7.200e-05),Top Level (recipe_sample) > BAT Monitor 1 (GPU_OFFSET_MAX, INPUT_TOTAL_BOARD2) R value (8.526e-05) is higher than allowed (8.500e-05)","BAT_REPAIR"
"1651824046029","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824046042","692-2G520-0200-500","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","CHIFLASH_REPAIR"
"1651824046203","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-sn# fail","CHIFLASH_REPAIR"
"1651824046238","692-2G520-0200-500","EC665","wrong number of PCI express lanes detected","BAT_REPAIR"
"1651824046276","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651824046328","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-It cannot read serial number","CHIFLASH_REPAIR"
"1651824046378","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824046577","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824046608","692-2G520-0200-5R0","981600","找不到设备/显卡(Device/board not recognized)-sn# fail","CHIFLASH_REPAIR"
"1651824046711","692-2G520-0200-5R0","EC288","Power is below specified limit","PHT_REPAIR"
"1651824046801","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824046803","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824046829","692-2G520-0200-500","EC603","NVRM timeout","PHT_REPAIR"
"1651824046946","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824046948","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9712362", waiting until "load"[22m
","CHIFLASH_REPAIR"
"1651824046995","692-2G520-0200-500","EC272","Read parameter differs from expected","FCT_REPAIR"
"1651824047000","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824047009","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824047062","692-2G520-0200-500","9854E0","PCB刮伤/裂纹/殘漆/破损/其他外观不良(PCB Scratch / crack / paint / damage or other cosmetic)-damged fins","VI2_REPAIR"
"1651824048153","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824048214","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651824048276","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-Can't read serial number","CHIFLASH_REPAIR"
"1651824048325","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1651824048376","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","IST_REPAIR"
"1651824048420","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9712286", waiting until "load"[22m
","PHT_REPAIR"
"1651824048514","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1651824048563","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9712350", waiting until "load"[22m
","PHT_REPAIR"
"1651824048565","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1651824048585","692-2G520-0200-500","EC210","Environment exception occurred, IST testing could not complete","IST_REPAIR"
"1651824048630","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9634798", waiting until "load"[22m
","PHT_REPAIR"
"1651824048714","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","PHT_REPAIR"
"1651824048763","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824048789","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9729020", waiting until "load"[22m
","PHT_REPAIR"
"1651824048801","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-Can't read serial number","CHIFLASH_REPAIR"
"1651824049048","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-Can't read serial number","CHIFLASH_REPAIR"
"1651824049097","692-2G520-0200-500","020000518281","PHT(MODS_PHT(test-failed))","PHT_REPAIR"
"1651824049128","692-2G520-0200-5R0","EC143","PCI Express bus error","BAT_REPAIR"
"1651824049170","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824049187","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824049261","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-Can't read serial number","CHIFLASH_REPAIR"
"1651824049392","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824049484","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-can't read sn","CHIFLASH_REPAIR"
"1651824049509","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824049512","692-2G520-0200-5R0","EC281","Temperature above specified limit","PHT_REPAIR"
"1651824049525","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-Can't read serial number","CHIFLASH_REPAIR"
"1651824049556","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651824049592","692-2G520-0200-5R0","EC281","Temperature above specified limit-Top Level (recipe_sample) > BAT ERROR: Hotspot offset temp (20.97degC) is greater than allowed (19.00degC)","BAT_REPAIR"
"1651824049612","692-2G520-0200-500","EC139","Acceptable temperature limits exceeded or the thermal sensor is broken or miscalibrated","PHT_REPAIR"
"1651824049622","692-2G520-0200-500","EC143","PCI Express bus error","BAT_REPAIR"
"1651824049670","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9712372", waiting until "load"[22m
","PHT_REPAIR"
"1651824049692","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1651824049717","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824049771","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824049786","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","PHT_REPAIR"
"1651824049848","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824049918","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824049951","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651824050052","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824050065","692-2G520-0200-500","EC445","Thermal resistance is too high-Top Level (recipe_sample) > BAT Monitor 0 (GPU_AVG, INPUT_TOTAL_BOARD2) R value (7.522e-05) is higher than allowed (7.200e-05)","BAT_REPAIR"
"1651824050098","692-2G520-0200-500","EC143","PCI Express bus error","BAT_REPAIR"
"1651824050144","692-2G520-0200-500","EC288","Power is below specified limit","PHT_REPAIR"
"1651824050145","692-2G520-0200-500","EC281","Temperature above specified limit","PHT_REPAIR"
"1651824050206","692-2G520-0200-500","EC281","Temperature above specified limit-Top Level (recipe_sample) > BAT ERROR: Hotspot offset temp (20.56degC) is greater than allowed (19.00degC)","BAT_REPAIR"
"1651824050215","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-CANT READ SN","CHIFLASH_REPAIR"
"1651824050237","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824050239","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-sn# fail","CHIFLASH_REPAIR"
"1651824050260","692-2G520-0200-500","EC445","Thermal resistance is too high-Top Level (recipe_sample) > BAT Monitor 0 (GPU_AVG, INPUT_TOTAL_BOARD2) R value (7.839e-05) is higher than allowed (7.200e-05),Top Level (recipe_sample) > BAT Monitor 1 (GPU_OFFSET_MAX, INPUT_TOTAL_BOARD2) R value (8.962e-05) is higher than allowed (8.500e-05),Top Level (recipe_sample) > BAT ERROR: Hotspot offset temp (19.04degC) is greater than allowed (19.00degC)","BAT_REPAIR"
"1651824050301","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1651824050379","692-2G520-0200-500","981600","找不到设备/显卡(Device/board not recognized)-Can't read serial number","CHIFLASH_REPAIR"
"1651824050415","692-2G520-0200-500","Error","Processing failed: page.content: Unable to retrieve content because the page is navigating and changing the content.","FPF_REPAIR"
"1651824050417","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824050437","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9717300", waiting until "load"[22m
","PHT_REPAIR"
"1651824050440","692-2G520-0200-500","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","PHT_REPAIR"
"1651824050472","692-2G520-0200-500","EC143","PCI Express bus error","PHT_REPAIR"
"1651824050517","692-2G520-0200-500","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","PHT_REPAIR"
"1651824050584","692-2G520-0200-5R0","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651922019530","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","BAT_REPAIR"
"1651922020626","692-2G506-0210-0R6","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","BAT_REPAIR"
"1651922020972","692-2G506-0210-0R6","Error","Processing failed: elementHandle.click: Element is not attached to the DOM
Call log:
[2m  - attempting click action[22m
[2m    - waiting for element to be visible, enabled and stable[22m
","BAT_REPAIR"
"1651922021330","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9512251", waiting until "load"[22m
","BAT_REPAIR"
"1651922022067","692-2G506-0210-0R6","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/pctls", waiting until "load"[22m
","FCT_REPAIR"
"1651922022196","692-2G506-0210-0R6","016014014_na","PHT(timeout)","BAT_REPAIR"
"1651923006464","692-2G520-0221-5R0","EC139","Acceptable temperature limits exceeded or the thermal sensor is broken or miscalibrated","BAT_REPAIR"
"1651923007276","692-2G520-0221-5R0","EC143","PCI Express bus error","BAT_REPAIR"
"1651923008768","692-2G520-0221-5R0","Error","Processing failed: elementHandle.press: Timeout 30000ms exceeded.
Call log:
[2m  - elementHandle.press("Enter")[22m
","FCT_REPAIR"
"1651923008836","692-2G520-0221-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9682497", waiting until "load"[22m
","BAT_REPAIR"
"1651923010193","692-2G520-0221-5R0","EC143","PCI Express bus error","FCT_REPAIR"
"1651923014905","692-2G520-0221-5R0","EC139","Acceptable temperature limits exceeded or the thermal sensor is broken or miscalibrated","BAT_REPAIR"
"1651923015134","692-2G520-0221-5R0","981600","找不到设备/显卡(Device/board not recognized)-can't read serial number","CHIFLASH_REPAIR"
"1651923015968","692-2G520-0221-5R0","EC143","PCI Express bus error","BAT_REPAIR"
"1651924037250","692-2G520-0200-5R0","EC143","","BIT_REPAIR"
"1651924037480","692-2G520-0200-5R0","981600","找不到设备/显卡(Device/board not recognized)-can't read sn","CHIFLASH_REPAIR"
"1651924040668","692-2G520-0200-5R0","Error","Processing failed: page.goto: Timeout 30000ms exceeded.
Call log:
[2m  - navigating to "https://wareconn.com/r/Summary/survey/9593619", waiting until "load"[22m
","BAT_REPAIR"
"1651924040976","692-2G520-0200-5R0","EC288","","BAT_REPAIR"
"1651924048270","692-2G520-0200-5R0","EC281","Temperature above specified limit-Top Level (recipe_sample) > BAT ERROR: Hotspot offset temp (21.87degC) is greater than allowed (19.00degC)","BAT_REPAIR"
"1651924051889","692-2G520-0200-500","EC445","Thermal resistance is too high-Top Level (recipe_sample) > BAT Monitor 0 (GPU_AVG, INPUT_TOTAL_BOARD2) R value (7.301e-05) is higher than allowed (7.200e-05),Top Level (recipe_sample) > BAT Monitor 1 (GPU_OFFSET_MAX, INPUT_TOTAL_BOARD2) R value (8.651e-05) is higher than allowed (8.500e-05)","BAT_REPAIR"
"1651924051893","692-2G520-0200-500","EC143","PCI Express bus error","BAT_REPAIR"
